,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,6,0
1,0,14,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0
2,18,0,0,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
4,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
5,0,17,0,0,0,0,0,0,21,0,0,0,0,16,0,0,0,0,0,0,0
6,0,23,0,0,5,0,0,0,0,0,0,0,0,4,0,0,8,0,0,20,0
7,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,20
8,0,22,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
9,8,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0
10,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0
12,0,13,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
13,3,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,10,0,0,23,0
14,21,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,8,0
15,9,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0
16,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
17,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0
19,0,0,2,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0
20,3,0,0,0,0,0,0,0,17,0,0,0,22,0,0,0,0,0,6,13,0
21,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,16
22,0,0,19,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
23,22,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0
24,23,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
25,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
26,11,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0
27,13,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,18
28,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,15,18,0
29,0,0,4,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,0,0
30,6,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0
31,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
32,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,0,0
33,0,0,8,0,23,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
34,0,0,12,0,0,0,13,0,0,0,0,0,0,0,11,0,1,0,0,0,22
35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,14,0
36,0,0,7,0,18,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
37,0,0,8,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0
38,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0
40,0,17,0,0,0,0,19,0,0,0,0,0,0,22,0,0,0,0,0,0,0
41,0,12,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0,15,0,0,4
42,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,8,0
43,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
44,0,14,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
45,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,0,0,0
47,6,0,0,0,0,0,0,0,0,0,12,0,0,19,0,0,0,0,0,0,0
48,22,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,20,17,0
49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,22
50,14,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0
51,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0
52,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0
54,0,0,18,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0
55,0,0,1,0,0,0,0,0,21,0,0,0,0,0,23,0,0,0,7,2,0
56,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,18
57,0,0,23,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,0,14,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0
59,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
61,0,0,9,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0
62,2,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,21,8,0
63,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,10,0
64,0,0,1,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0
65,11,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0
66,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
67,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
68,14,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
69,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,8,0,15,0,0,7
70,0,0,8,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,6,0,22
71,10,0,0,0,0,0,0,0,18,0,0,7,0,0,0,0,0,0,0,0,0
72,1,0,0,0,19,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
73,0,0,21,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
74,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0
75,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0
76,14,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,17,0,0,11
77,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,18
78,0,0,3,0,0,0,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0
79,0,13,0,0,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
80,0,20,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
81,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,0,0,6,0,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
83,0,16,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,7
84,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,0,0,13
85,6,0,0,0,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,0
86,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
87,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,19,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
89,0,0,10,0,0,0,0,21,0,0,0,0,15,0,0,0,0,0,0,0,0
90,0,22,0,0,0,0,0,20,0,0,0,0,0,4,0,0,1,0,0,0,8
91,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,23,0,0,18
92,0,0,15,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,0,0,0
93,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
94,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,21,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
96,0,0,6,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
97,0,17,0,0,0,0,0,0,3,0,0,0,0,0,4,0,12,0,0,1,0
