,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,16,0
1,0,8,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2,0,21,0,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
3,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
5,0,0,13,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,18,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,4,22,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,12,0
8,5,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0
9,0,6,0,0,0,23,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
10,16,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
11,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0
12,0,0,3,0,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,0
13,15,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,21,0,20
14,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,7
15,0,0,13,0,0,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
16,0,1,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0
17,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18,0,0,22,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0
19,0,0,6,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
20,0,0,19,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,23,0,16
21,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,21,0
22,0,0,12,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0
23,3,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
24,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
25,0,0,17,0,0,0,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0
26,0,0,15,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0
27,0,5,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,1,0,18
28,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,22,0,0,0,5
29,0,11,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
30,0,7,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
31,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
32,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,14,0,0
33,16,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0
34,23,0,0,0,0,0,0,0,20,0,0,0,0,9,0,0,0,17,0,4,0
35,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,10,0
36,0,0,12,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
37,0,6,0,0,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
38,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
40,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,22,0,0,0,0,0
41,0,19,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,17,0,4
42,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,6
43,0,14,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0
44,11,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0
45,0,23,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
46,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
47,0,17,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,0,10,0,0,0,0,13,0,0,0,0,0,0,21,0,0,0,0,16,22,0
49,0,11,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,10,0
50,0,14,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,0,0,0
51,0,15,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0
52,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
53,0,0,19,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,12,0,0
54,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,8,0,0,17,0,0,0,0,0,0,0,0,23,0,0,0,0,18,0,13,0
56,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,18
57,0,0,8,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
58,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
59,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,17,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0
61,23,0,0,0,0,0,0,22,0,0,0,0,0,0,16,0,0,0,0,0,0
62,9,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,7,0,0,14,0
63,0,0,22,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,19,0
64,0,0,18,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
65,0,0,15,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
66,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,16,0,0,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,0
68,0,7,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
69,0,0,14,13,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,20,0
70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,8
71,0,22,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0
72,0,17,0,0,0,0,0,0,0,21,0,0,0,0,0,16,0,0,0,0,0
73,5,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
74,18,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
75,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
76,0,0,20,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,2,1,0
77,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,11,0
78,0,6,0,0,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
79,0,3,0,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0
80,15,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
81,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,16,0,0
82,22,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
83,0,7,0,0,0,0,0,21,0,0,0,0,8,0,0,0,0,18,0,0,4
84,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,0,18
85,0,2,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0
86,0,4,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
87,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,23,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0
89,0,0,21,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
90,12,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,11,0,17,0
91,0,0,8,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,22
92,0,1,0,0,0,0,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0
93,0,3,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
94,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
95,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0
96,0,16,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0
97,0,0,19,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,23,12,0
98,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,23,0,0,0,10
99,17,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
100,0,0,9,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0
101,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
102,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
103,0,21,0,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,0
104,0,12,0,0,0,0,0,18,0,0,0,16,0,0,0,0,4,0,0,0,20
105,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,21,0,16,0
106,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,22,0,0,0,0,0
107,0,0,11,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
108,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0
110,0,0,19,0,0,0,0,0,23,0,0,0,17,0,0,0,0,0,0,0,0
111,0,0,1,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,12,7,0
112,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,18,0
113,20,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0
114,7,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
115,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
117,0,0,23,14,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
118,16,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,17,12,0
119,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,16
120,0,11,0,0,0,0,0,0,0,0,15,0,0,0,21,0,0,0,0,0,0
121,0,0,7,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0
122,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
124,0,0,22,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
125,0,20,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,17,12,0
126,0,0,18,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,10
127,21,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0,0,0,0
128,0,12,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
129,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0
131,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0
132,0,14,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,23,6,0
133,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,23
134,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0
135,0,10,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
