,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21,0,0,1
1,0,5,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2,0,18,0,0,0,0,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0
3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,8,0,0,0,0
5,0,0,20,0,0,0,0,0,0,0,22,0,23,0,0,0,0,0,0,0,0
6,0,11,0,0,0,0,10,0,0,0,0,0,14,0,0,0,7,0,0,4,0
7,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,22
8,18,0,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
9,0,14,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0
10,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,0,0
12,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,16,0,0,0,0,0,0,8,0,0,0,21,0,0,0,0,4,0,19
14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,0,2
15,0,0,4,0,0,0,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,23,0,0,0,0,0,17,0,0,0,0,0,0,0,0
17,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,19,0,0
19,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,0,0
20,0,21,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,20,0,5,0
21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,7
22,11,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0
23,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0
24,0,21,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
25,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0
26,19,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0
27,10,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,1,22,0
28,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,9
29,0,0,23,0,0,0,17,0,0,0,0,0,0,0,16,0,0,0,0,0,0
30,18,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
31,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,21,0,0,0,0
33,13,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
34,22,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,14,0,0,20,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,17
36,0,12,0,21,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
37,5,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0
38,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0
40,0,0,19,0,0,18,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
41,23,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,6,0,0,0,22
42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,23,0,9
