,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0
1,0,26,0,0,0,0,0,22,0,0,0,0,0,0,20,0
2,0,0,5,0,0,0,0,32,0,0,0,3,0,0,0,0
3,14,0,0,15,0,0,0,0,0,0,0,0,0,0,30,0
4,0,4,0,23,0,0,0,0,0,0,0,33,0,0,0,0
5,0,6,0,0,0,0,0,7,0,0,0,0,0,21,0,0
6,0,0,29,0,0,0,0,0,0,18,0,0,0,0,31,0
7,28,0,0,0,0,11,0,0,0,0,0,0,0,0,27,0
8,0,16,0,0,0,0,0,0,0,0,12,0,0,0,19,0
9,0,2,0,0,0,9,0,0,0,0,0,17,0,0,0,0
10,25,0,0,0,0,0,10,0,0,0,0,0,0,0,24,0
11,0,13,0,0,0,0,24,0,0,0,0,27,0,0,0,0
12,0,0,15,0,0,0,0,20,0,0,0,0,0,0,0,10
13,0,25,0,0,0,0,0,29,0,0,0,33,0,0,0,0
14,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,4
15,0,26,0,0,0,0,0,0,0,17,0,5,0,0,0,0
16,0,3,0,31,0,0,0,0,0,0,0,0,23,0,0,0
17,32,0,0,0,0,0,0,0,18,0,0,0,12,0,0,0
18,0,22,0,0,6,0,0,0,0,0,0,0,16,0,0,0
19,0,19,0,2,0,0,0,0,0,0,0,0,0,28,0,0
20,7,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0
21,0,11,0,0,0,0,0,0,8,0,0,0,30,0,0,0
22,0,3,0,0,32,0,0,0,0,0,0,0,0,0,10,0
23,0,0,30,0,0,0,0,1,0,0,0,22,0,0,0,0
24,0,0,33,0,19,0,0,0,0,0,0,0,0,0,21,0
25,0,28,0,0,0,0,0,0,0,0,25,0,0,0,7,0
26,0,0,9,0,0,0,0,27,0,0,0,0,0,0,15,0
27,0,14,0,0,0,0,0,0,0,0,23,0,0,0,29,0
28,0,0,18,0,0,0,0,0,6,0,0,0,0,0,13,0
29,12,0,0,0,31,0,0,0,0,0,0,5,0,0,0,0
30,0,8,0,0,0,0,0,0,0,0,20,0,26,0,0,0
31,0,0,24,0,0,0,0,0,11,0,0,0,0,16,0,0
32,0,2,0,17,0,0,0,0,0,0,0,0,0,0,4,0
33,0,0,17,0,0,0,0,0,20,0,0,0,0,0,24,0
34,0,30,0,0,0,11,0,0,0,0,0,0,0,2,0,0
35,28,0,0,0,0,0,12,0,0,0,0,0,0,29,0,0
36,0,0,31,0,0,0,0,0,0,18,0,0,0,0,0,33
37,0,15,0,0,0,0,0,21,0,0,0,0,0,0,0,9
38,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
39,25,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
40,0,0,6,0,0,0,0,0,0,27,0,0,0,0,0,32
41,0,0,26,0,0,0,7,0,0,0,0,0,0,0,0,16
42,0,0,8,13,0,0,0,0,0,0,0,0,14,0,0,0
43,0,19,0,0,0,0,0,23,0,0,0,0,0,0,0,10
44,0,0,14,0,0,0,0,0,0,0,23,0,0,0,0,27
45,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9
46,0,32,0,0,0,26,0,0,0,0,0,0,21,0,0,0
47,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,33
48,0,3,0,0,29,0,0,0,0,0,0,17,0,0,0,0
49,2,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0
50,0,0,28,0,0,8,0,0,0,0,0,0,19,0,0,0
51,12,0,0,0,0,0,24,0,0,0,0,0,30,0,0,0
52,0,0,11,0,0,4,0,0,0,0,0,0,31,0,0,0
53,0,6,0,0,0,0,0,0,0,15,0,0,16,0,0,0
54,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,18
55,0,5,0,0,0,0,27,0,0,0,0,0,0,0,30,0
56,0,0,26,15,0,0,0,0,0,0,0,0,0,0,25,0
57,0,8,0,0,0,0,0,3,0,0,0,0,20,0,0,0
58,0,0,7,0,0,0,0,0,0,21,0,0,0,0,33,0
59,14,0,0,24,0,0,0,0,0,0,0,0,2,0,0,0
60,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,16
61,0,29,0,0,0,13,0,0,0,0,0,0,0,0,23,0
62,6,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
63,4,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0
64,22,0,0,0,0,0,12,0,0,0,0,0,32,0,0,0
65,0,0,9,0,0,0,0,0,0,31,0,0,28,0,0,0
66,0,0,10,0,0,0,0,0,0,0,32,0,0,26,0,0
67,0,0,30,0,0,0,6,0,0,0,0,0,0,19,0,0
68,7,0,0,0,0,0,0,27,0,0,0,18,0,0,0,0
69,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,31
70,25,0,0,0,0,0,0,0,0,0,23,0,28,0,0,0
71,9,0,0,0,0,0,24,0,0,0,0,13,0,0,0,0
72,0,11,0,0,0,0,0,0,15,0,0,16,0,0,0,0
73,1,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0
74,0,0,33,22,0,0,0,0,0,0,0,0,0,5,0,0
75,0,2,0,0,0,0,0,0,0,12,0,0,8,0,0,0
76,4,0,0,20,0,0,0,0,0,0,0,0,0,14,0,0
77,0,0,5,0,0,0,0,0,0,32,0,0,0,0,0,25
78,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11
79,0,0,26,0,0,24,0,0,0,0,0,0,0,0,0,17
80,0,0,8,0,0,0,0,0,4,0,0,0,0,0,14,0
81,30,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0
82,20,0,0,0,0,0,0,0,0,0,23,0,0,0,29,0
83,28,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0
84,0,0,33,0,0,0,0,0,18,0,0,2,0,0,0,0
85,0,13,0,0,0,0,0,0,0,21,0,0,0,19,0,0
86,15,0,0,0,0,0,0,7,0,0,0,22,0,0,0,0
87,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
88,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,13
89,0,14,0,0,0,0,0,0,0,3,0,0,0,28,0,0
90,15,0,0,0,16,0,0,0,0,0,0,0,0,0,25,0
91,31,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0
92,5,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0
