,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,23,0,0,0,0,0,0,0,33,0,0,0,0,0,24
1,0,1,0,0,0,0,0,25,0,0,0,0,0,3,0,0
2,0,6,0,0,0,22,0,0,0,0,0,0,0,8,0,0
3,19,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0
4,7,0,0,0,0,0,26,0,0,0,0,20,0,0,0,0
5,0,0,29,0,0,0,0,17,0,0,0,0,0,0,0,12
6,0,27,0,0,0,0,0,0,21,0,0,0,11,0,0,0
7,0,0,4,0,0,16,0,0,0,0,0,0,0,30,0,0
8,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,31
9,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,32
10,0,0,28,2,0,0,0,0,0,0,0,0,0,18,0,0
11,0,19,0,0,0,0,0,3,0,0,0,0,28,0,0,0
12,0,26,0,0,0,0,13,0,0,0,0,0,0,0,12,0
13,17,0,0,0,0,0,0,22,0,0,0,0,0,0,0,33
14,0,0,27,0,0,0,0,23,0,0,0,30,0,0,0,0
15,0,32,0,0,0,0,0,0,0,0,14,0,0,2,0,0
16,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,20
17,0,8,0,0,15,0,0,0,0,0,0,0,0,9,0,0
18,0,31,0,0,0,0,0,0,6,0,0,0,21,0,0,0
19,0,7,0,0,0,1,0,0,0,0,0,0,4,0,0,0
20,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,16
21,0,29,0,24,0,0,0,0,0,0,0,0,0,0,11,0
22,0,0,21,0,0,27,0,0,0,0,0,0,0,0,2,0
23,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,5
24,0,7,0,0,0,0,0,0,0,0,26,0,0,17,0,0
25,30,0,0,0,0,0,0,0,0,28,0,0,29,0,0,0
26,0,31,0,0,0,0,0,0,19,0,0,11,0,0,0,0
27,0,14,0,0,0,0,0,22,0,0,0,0,0,20,0,0
28,0,3,0,0,0,0,0,0,24,0,0,0,0,0,6,0
